symbol,date,open,high,low,close,volume,adjclose
AMZN,2018-01-03,59.415000915527344,60.27450180053711,59.415000915527344,60.209999084472656,62176000,60.209999084472656
AMZN,2018-01-04,60.25,60.79349899291992,60.233001708984375,60.47949981689453,60442000,60.47949981689453
AMZN,2018-01-05,60.8754997253418,61.457000732421875,60.5,61.457000732421875,70894000,61.457000732421875
AMZN,2018-01-08,61.79999923706055,62.65399932861328,61.60150146484375,62.34349822998047,85590000,62.34349822998047
AMZN,2018-01-09,62.845001220703125,62.96649932861328,62.0880012512207,62.6349983215332,73226000,62.6349983215332
AMZN,2018-01-10,62.25749969482422,62.71649932861328,61.86149978637695,62.71649932861328,53720000,62.71649932861328
AMZN,2018-01-11,62.98699951171875,63.8385009765625,62.823001861572266,63.83399963378906,62500000,63.83399963378906
AMZN,2018-01-12,63.669498443603516,65.28800201416016,63.669498443603516,65.26000213623047,108874000,65.26000213623047
AMZN,2018-01-16,66.1500015258789,66.99700164794922,64.61499786376953,65.24299621582031,144414000,65.24299621582031
AMZN,2018-01-17,65.61199951171875,65.69999694824219,64.04399871826172,64.75,105076000,64.75
AMZN,2018-01-18,64.69750213623047,65.2300033569336,64.20099639892578,64.66600036621094,80538000,64.66600036621094
AMZN,2018-01-19,65.5999984741211,65.6500015258789,64.64949798583984,64.72899627685547,91570000,64.72899627685547
AMZN,2018-01-22,64.8584976196289,66.37249755859375,64.83300018310547,66.3655014038086,82802000,66.3655014038086
AMZN,2018-01-23,66.90450286865234,68.24500274658203,66.86699676513672,68.12699890136719,103386000,68.12699890136719
AMZN,2018-01-24,68.74099731445312,69.40799713134766,66.9000015258789,67.87550354003906,136150000,67.87550354003906
AMZN,2018-01-25,68.4000015258789,68.91699981689453,67.88099670410156,68.89749908447266,95060000,68.89749908447266
AMZN,2018-01-26,69.60050201416016,70.12650299072266,69.04550170898438,70.10250091552734,97146000,70.10250091552734
AMZN,2018-01-29,70.45899963378906,71.56950378417969,70.02200317382812,70.88400268554688,114038000,70.88400268554688
AMZN,2018-01-30,70.15850067138672,71.9625015258789,69.5999984741211,71.89099884033203,117438000,71.89099884033203
AMZN,2018-01-31,72.56500244140625,73.62899780273438,72.50199890136719,72.54450225830078,128494000,72.54450225830078
AMZN,2018-02-01,72.25,72.99400329589844,69.25700378417969,69.5,182276000,69.5
AMZN,2018-02-02,73.86949920654297,74.9000015258789,70.69999694824219,71.49749755859375,222514000,71.49749755859375
AMZN,2018-02-05,70.13099670410156,72.9489974975586,66.03600311279297,69.5,229900000,69.5
AMZN,2018-02-06,68.072998046875,72.19950103759766,67.5895004272461,72.14199829101562,221336000,72.14199829101562
AMZN,2018-02-07,72.44999694824219,73.04949951171875,70.75749969482422,70.83899688720703,143254000,70.83899688720703
AMZN,2018-02-08,71.48400115966797,71.6875,67.49700164794922,67.5250015258789,171572000,67.5250015258789
AMZN,2018-02-09,68.67449951171875,69.17500305175781,63.29650115966797,66.9800033569336,282830000,66.9800033569336
AMZN,2018-02-12,68.2334976196289,69.69049835205078,67.20050048828125,69.3115005493164,134778000,69.3115005493164
AMZN,2018-02-13,69.29650115966797,70.98600006103516,69.17649841308594,70.72550201416016,118358000,70.72550201416016
AMZN,2018-02-14,70.3125,72.60299682617188,70.16799926757812,72.55249786376953,119184000,72.55249786376953
AMZN,2018-02-15,73.34449768066406,73.4469985961914,71.84200286865234,73.08799743652344,113054000,73.08799743652344
AMZN,2018-02-16,72.86849975585938,73.29000091552734,72.3280029296875,72.43450164794922,89452000,72.43450164794922
AMZN,2018-02-20,72.32450103759766,74.4384994506836,72.32450103759766,73.4175033569336,129984000,73.4175033569336
AMZN,2018-02-21,74.25,75.17449951171875,73.94599914550781,74.14600372314453,126088000,74.14600372314453
AMZN,2018-02-22,74.76799774169922,75.12699890136719,73.78800201416016,74.26699829101562,97162000,74.26699829101562
AMZN,2018-02-23,74.76699829101562,75.0,74.32499694824219,75.0,88362000,75.0
AMZN,2018-02-26,75.45999908447266,76.14199829101562,75.3499984741211,76.09750366210938,99100000,76.09750366210938
AMZN,2018-02-27,76.2249984741211,76.33899688720703,75.3604965209961,75.5989990234375,96176000,75.5989990234375
AMZN,2018-02-28,75.97550201416016,76.43499755859375,75.5999984741211,75.62249755859375,90300000,75.62249755859375
AMZN,2018-03-01,75.68000030517578,75.92449951171875,73.25,74.67250061035156,136704000,74.67250061035156
AMZN,2018-03-02,73.45500183105469,75.05249786376953,72.75050354003906,75.01249694824219,131752000,75.01249694824219
AMZN,2018-03-05,74.71199798583984,76.26899719238281,74.05000305175781,76.18049621582031,104678000,76.18049621582031
AMZN,2018-03-06,76.66000366210938,77.10649871826172,76.4000015258789,76.88200378417969,91234000,76.88200378417969
AMZN,2018-03-07,76.32599639892578,77.29499816894531,76.12550354003906,77.25,83482000,77.25
AMZN,2018-03-08,77.5,77.74400329589844,77.26249694824219,77.59300231933594,77252000,77.59300231933594
AMZN,2018-03-09,78.17500305175781,78.9469985961914,77.9540023803711,78.94450378417969,90686000,78.94450378417969
AMZN,2018-03-12,79.62999725341797,80.2665023803711,79.33499908447266,79.91950225830078,103484000,79.91950225830078
AMZN,2018-03-13,80.7979965209961,80.87699890136719,78.90049743652344,79.40899658203125,130638000,79.40899658203125
AMZN,2018-03-14,79.8499984741211,80.3219985961914,79.54450225830078,79.55000305175781,85188000,79.55000305175781
AMZN,2018-03-15,79.75,79.84549713134766,78.90550231933594,79.11599731445312,81394000,79.11599731445312
AMZN,2018-03-16,79.17250061035156,79.47200012207031,78.375,78.58399963378906,108500000,78.58399963378906
AMZN,2018-03-19,77.72650146484375,78.08300018310547,76.26750183105469,77.24649810791016,131616000,77.24649810791016
AMZN,2018-03-20,77.51699829101562,79.3499984741211,77.27050018310547,79.32550048828125,91632000,79.32550048828125
AMZN,2018-03-21,79.32250213623047,79.5,78.15850067138672,79.09300231933594,95016000,79.09300231933594
AMZN,2018-03-22,78.27349853515625,78.69249725341797,77.12000274658203,77.24600219726562,126412000,77.24600219726562
AMZN,2018-03-23,76.95050048828125,77.45099639892578,74.76799774169922,74.77799987792969,160120000,74.77799987792969
AMZN,2018-03-26,76.5,77.84950256347656,74.9625015258789,77.79299926757812,112494000,77.79299926757812
AMZN,2018-03-27,78.62000274658203,78.79850006103516,74.11599731445312,74.85250091552734,139992000,74.85250091552734
AMZN,2018-03-28,72.3499984741211,72.79499816894531,69.30850219726562,71.57099914550781,274106000,71.57099914550781
AMZN,2018-03-29,70.30000305175781,72.77349853515625,68.26000213623047,72.36699676513672,251622000,72.36699676513672
AMZN,2018-04-02,70.88099670410156,71.06800079345703,67.75,68.59950256347656,209272000,68.59950256347656
AMZN,2018-04-03,69.56900024414062,70.69999694824219,67.7665023803711,69.60250091552734,204624000,69.60250091552734
AMZN,2018-04-04,67.91200256347656,70.76950073242188,67.64399719238281,70.52850341796875,139646000,70.52850341796875
AMZN,2018-04-05,72.09950256347656,72.97799682617188,71.35350036621094,72.5875015258789,128270000,72.5875015258789
AMZN,2018-04-06,71.49849700927734,72.625,70.01300048828125,70.2614974975586,117646000,70.2614974975586
AMZN,2018-04-09,71.25150299072266,71.92400360107422,70.12850189208984,70.30400085449219,84164000,70.30400085449219
AMZN,2018-04-10,71.59950256347656,71.91899871826172,70.78500366210938,71.81099700927734,85082000,71.81099700927734
AMZN,2018-04-11,71.97200012207031,72.43900299072266,71.24449920654297,71.35250091552734,71650000,71.35250091552734
AMZN,2018-04-12,71.9749984741211,72.60600280761719,71.75299835205078,72.42500305175781,62700000,72.42500305175781
AMZN,2018-04-13,72.45700073242188,72.98899841308594,71.22599792480469,71.53949737548828,73706000,71.53949737548828
AMZN,2018-04-16,72.25,72.3499984741211,71.3740005493164,72.07499694824219,56172000,72.07499694824219
AMZN,2018-04-17,73.11499786376953,75.3594970703125,72.85099792480469,75.19149780273438,102288000,75.19149780273438
AMZN,2018-04-18,75.73249816894531,76.69000244140625,75.20549774169922,76.39199829101562,104550000,76.39199829101562
AMZN,2018-04-19,77.16100311279297,78.4260025024414,76.9530029296875,77.84549713134766,130474000,77.84549713134766
AMZN,2018-04-20,78.05999755859375,78.05999755859375,75.80449676513672,76.37449645996094,110832000,76.37449645996094
AMZN,2018-04-23,77.33450317382812,77.4000015258789,75.17050170898438,75.89299774169922,89308000,75.89299774169922
AMZN,2018-04-24,76.79000091552734,76.9749984741211,72.42250061035156,73.00450134277344,149894000,73.00450134277344
AMZN,2018-04-25,72.9000015258789,73.49949645996094,70.7509994506836,73.00849914550781,131746000,73.00849914550781
AMZN,2018-04-26,74.25050354003906,76.47100067138672,73.92500305175781,75.89800262451172,176022000,75.89800262451172
AMZN,2018-04-27,81.70050048828125,81.90499877929688,78.36949920654297,78.63099670410156,261064000,78.63099670410156
AMZN,2018-04-30,79.125,79.80000305175781,78.0469970703125,78.30650329589844,109282000,78.30650329589844
AMZN,2018-05-01,78.16100311279297,79.25,77.60900115966797,79.11299896240234,91442000,79.11299896240234
AMZN,2018-05-02,79.04900360107422,79.42500305175781,78.31800079345703,78.48400115966797,87206000,78.48400115966797
AMZN,2018-05-03,78.00050354003906,78.73999786376953,77.3010025024414,78.60399627685547,85038000,78.60399627685547
AMZN,2018-05-04,78.12249755859375,79.24500274658203,78.1094970703125,79.04750061035156,68872000,79.04750061035156
AMZN,2018-05-07,79.46700286865234,80.34750366210938,79.3915023803711,80.00700378417969,76038000,80.00700378417969
AMZN,2018-05-08,79.75,79.84400177001953,79.12550354003906,79.61949920654297,61358000,79.61949920654297
AMZN,2018-05-09,80.0,80.4000015258789,79.5999984741211,80.4000015258789,72746000,80.4000015258789
AMZN,2018-05-10,80.42400360107422,80.77999877929688,80.1719970703125,80.4540023803711,56350000,80.4540023803711
AMZN,2018-05-11,80.54949951171875,80.55500030517578,79.89450073242188,80.14550018310547,45278000,80.14550018310547
AMZN,2018-05-14,80.19999694824219,80.55899810791016,80.00250244140625,80.0770034790039,50190000,80.0770034790039
AMZN,2018-05-15,79.38999938964844,79.38999938964844,78.26100158691406,78.80599975585938,101550000,78.80599975585938
AMZN,2018-05-16,78.875,79.72149658203125,78.83350372314453,79.36399841308594,51412000,79.36399841308594
AMZN,2018-05-17,79.02799987792969,79.7020034790039,78.6500015258789,79.08799743652344,42952000,79.08799743652344
AMZN,2018-05-18,79.06649780273438,79.17949676513672,78.6050033569336,78.71849822998047,52852000,78.71849822998047
AMZN,2018-05-21,79.25,79.60250091552734,78.75,79.27300262451172,58504000,79.27300262451172
AMZN,2018-05-22,79.49449920654297,79.49449920654297,78.76249694824219,79.06999969482422,42312000,79.06999969482422
AMZN,2018-05-23,78.55249786376953,80.09300231933594,78.31700134277344,80.09300231933594,67238000,80.09300231933594
AMZN,2018-05-24,79.90149688720703,80.41200256347656,79.41899871826172,80.15350341796875,68600000,80.15350341796875
AMZN,2018-05-25,80.1500015258789,80.70600128173828,80.02249908447266,80.50749969482422,53968000,80.50749969482422
AMZN,2018-05-29,80.0354995727539,81.0895004272461,80.00749969482422,80.64350128173828,76930000,80.64350128173828
AMZN,2018-05-30,80.90499877929688,81.30000305175781,80.64649963378906,81.24449920654297,58148000,81.24449920654297
AMZN,2018-05-31,81.1500015258789,81.75,81.06749725341797,81.48100280761719,63326000,81.48100280761719
AMZN,2018-06-01,81.85150146484375,82.33650207519531,81.75450134277344,82.0770034790039,66268000,82.0770034790039
AMZN,2018-06-04,82.44499969482422,83.28399658203125,82.27449798583984,83.26349639892578,63754000,83.26349639892578
AMZN,2018-06-05,83.64949798583984,84.94999694824219,83.50299835205078,84.81749725341797,95644000,84.81749725341797
AMZN,2018-06-06,85.22550201416016,85.7249984741211,84.32350158691406,84.7874984741211,109464000,84.7874984741211
AMZN,2018-06-07,84.9280014038086,84.99500274658203,83.80549621582031,84.46499633789062,75314000,84.46499633789062
AMZN,2018-06-08,84.05599975585938,84.47200012207031,83.65049743652344,84.19950103759766,59102000,84.19950103759766
AMZN,2018-06-11,84.07550048828125,84.71199798583984,84.02950286865234,84.45600128173828,46710000,84.45600128173828
AMZN,2018-06-12,84.6500015258789,84.97550201416016,84.57599639892578,84.9375,45184000,84.9375
AMZN,2018-06-13,85.1405029296875,85.6875,85.00599670410156,85.24299621582031,66550000,85.24299621582031
AMZN,2018-06-14,85.67400360107422,86.23999786376953,85.44349670410156,86.19300079345703,63488000,86.19300079345703
AMZN,2018-06-15,85.69999694824219,86.04350280761719,85.4260025024414,85.79850006103516,95552000,85.79850006103516
AMZN,2018-06-18,85.31300354003906,86.33699798583984,85.12799835205078,86.18949890136719,62154000,86.18949890136719
AMZN,2018-06-19,85.4520034790039,86.80549621582031,85.01950073242188,86.73899841308594,85802000,86.73899841308594
AMZN,2018-06-20,87.125,88.14649963378906,87.06800079345703,87.50399780273438,86652000,87.50399780273438
AMZN,2018-06-21,88.0,88.15499877929688,85.87799835205078,86.51100158691406,98822000,86.51100158691406
AMZN,2018-06-22,87.13099670410156,87.1500015258789,85.59500122070312,85.78350067138672,81502000,85.78350067138672
AMZN,2018-06-25,85.12550354003906,85.25,82.31549835205078,83.15750122070312,150224000,83.15750122070312
AMZN,2018-06-26,83.61849975585938,85.07849884033203,83.16699981689453,84.55449676513672,87732000,84.55449676513672
AMZN,2018-06-27,85.40550231933594,85.59750366210938,83.0,83.02549743652344,97444000,83.02549743652344
AMZN,2018-06-28,83.62699890136719,85.2750015258789,83.05850219726562,85.07250213623047,90594000,85.07250213623047
AMZN,2018-06-29,85.8499984741211,86.17050170898438,84.71600341796875,84.98999786376953,90870000,84.98999786376953
AMZN,2018-07-02,84.13500213623047,85.69450378417969,83.90299987792969,85.68900299072266,63714000,85.68900299072266
AMZN,2018-07-03,86.197998046875,86.25,84.6240005493164,84.697998046875,43546000,84.697998046875
AMZN,2018-07-05,85.26899719238281,85.53450012207031,84.10749816894531,84.98650360107422,59662000,84.98650360107422
AMZN,2018-07-06,84.80000305175781,85.76349639892578,84.58350372314453,85.53150177001953,53006000,85.53150177001953
AMZN,2018-07-09,86.20249938964844,86.97799682617188,85.8115005493164,86.95099639892578,60240000,86.95099639892578
AMZN,2018-07-10,86.92649841308594,87.5,86.55000305175781,87.15350341796875,60058000,87.15350341796875
AMZN,2018-07-11,86.89949798583984,87.8479995727539,86.69999694824219,87.75,64196000,87.75
AMZN,2018-07-12,88.22550201416016,89.9000015258789,88.10900115966797,89.83100128173828,90654000,89.83100128173828
AMZN,2018-07-13,90.19650268554688,90.76499938964844,89.7614974975586,90.65149688720703,87664000,90.65149688720703
AMZN,2018-07-16,91.09750366210938,92.09750366210938,90.72250366210938,91.12449645996094,109324000,91.12449645996094
AMZN,2018-07-17,90.5780029296875,92.58450317382812,89.86900329589844,92.19650268554688,113658000,92.19650268554688
AMZN,2018-07-18,92.4000015258789,92.94400024414062,91.5634994506836,92.14600372314453,97238000,92.14600372314453
AMZN,2018-07-19,91.4729995727539,92.05000305175781,90.5634994506836,90.64849853515625,93538000,90.64849853515625
AMZN,2018-07-20,91.25050354003906,91.74199676513672,90.50299835205078,90.68499755859375,77688000,90.68499755859375
AMZN,2018-07-23,90.6104965209961,90.94999694824219,88.49949645996094,90.0999984741211,77770000,90.0999984741211
AMZN,2018-07-24,91.45050048828125,92.0,90.46900177001953,91.46199798583984,85574000,91.46199798583984
AMZN,2018-07-25,91.46499633789062,93.19200134277344,91.13200378417969,93.18049621582031,74764000,93.18049621582031
AMZN,2018-07-26,91.94999694824219,92.23400115966797,90.2249984741211,90.4000015258789,198488000,90.4000015258789
AMZN,2018-07-27,93.80249786376953,94.00250244140625,90.32649993896484,90.8635025024414,193620000,90.8635025024414
AMZN,2018-07-30,91.36650085449219,91.4749984741211,88.3010025024414,88.96099853515625,131246000,88.96099853515625
AMZN,2018-07-31,89.32450103759766,90.09149932861328,86.96600341796875,88.87200164794922,114774000,88.87200164794922
AMZN,2018-08-01,89.19999694824219,89.9219970703125,88.8010025024414,89.8584976196289,83062000,89.8584976196289
AMZN,2018-08-02,89.4384994506836,91.8280029296875,89.30000305175781,91.71649932861328,87094000,91.71649932861328
AMZN,2018-08-03,91.88700103759766,92.05000305175781,91.07499694824219,91.16449737548828,69210000,91.16449737548828
AMZN,2018-08-06,91.29049682617188,92.38849639892578,90.94599914550781,92.38749694824219,67836000,92.38749694824219
AMZN,2018-08-07,92.72650146484375,93.48600006103516,92.3134994506836,93.1240005493164,67550000,93.1240005493164
AMZN,2018-08-08,93.05000305175781,94.57550048828125,92.7249984741211,94.32599639892578,79260000,94.32599639892578
AMZN,2018-08-09,94.0999984741211,95.72850036621094,93.8740005493164,94.9260025024414,97208000,94.9260025024414
AMZN,2018-08-10,94.42549896240234,94.9749984741211,93.9104995727539,94.31500244140625,72798000,94.31500244140625
AMZN,2018-08-13,94.92500305175781,96.25,94.68350219726562,94.80999755859375,110630000,94.80999755859375
AMZN,2018-08-14,95.96949768066406,96.05049896240234,95.0,95.98249816894531,79722000,95.98249816894531
AMZN,2018-08-15,95.47750091552734,95.81050109863281,93.489501953125,94.13099670410156,154014000,94.13099670410156
AMZN,2018-08-16,95.1969985961914,95.25,94.17749786376953,94.32599639892578,79142000,94.32599639892578
AMZN,2018-08-17,94.29000091552734,94.4000015258789,92.77749633789062,94.11100006103516,82086000,94.11100006103516
AMZN,2018-08-20,94.52850341796875,94.5875015258789,93.3030014038086,93.83550262451172,57240000,93.83550262451172
AMZN,2018-08-21,94.0,94.88749694824219,93.72049713134766,94.1709976196289,62112000,94.1709976196289
AMZN,2018-08-22,93.83200073242188,95.29000091552734,93.83200073242188,95.24500274658203,61610000,95.24500274658203
AMZN,2018-08-23,95.3584976196289,95.9749984741211,95.03800201416016,95.1449966430664,71260000,95.1449966430664
AMZN,2018-08-24,95.52549743652344,95.80049896240234,95.12699890136719,95.26950073242188,56018000,95.26950073242188
AMZN,2018-08-27,95.75,96.38500213623047,95.46399688720703,96.38400268554688,71380000,96.38400268554688
AMZN,2018-08-28,96.8864974975586,97.08899688720703,96.44100189208984,96.64099884033203,62014000,96.64099884033203
AMZN,2018-08-29,97.67250061035156,99.93450164794922,97.4469985961914,99.90499877929688,130636000,99.90499877929688
AMZN,2018-08-30,99.87100219726562,101.27850341796875,99.34500122070312,100.11900329589844,145546000,100.11900329589844
AMZN,2018-08-31,100.3499984741211,101.11900329589844,100.23699951171875,100.635498046875,84088000,100.635498046875
AMZN,2018-09-04,101.32499694824219,102.5250015258789,100.6500015258789,101.97550201416016,114422000,101.97550201416016
AMZN,2018-09-05,101.90550231933594,102.01899719238281,99.49449920654297,99.74099731445312,164412000,99.74099731445312
AMZN,2018-09-06,100.32550048828125,100.375,96.760498046875,97.91549682617188,149774000,97.91549682617188
AMZN,2018-09-07,96.93550109863281,98.76000213623047,96.86750030517578,97.60350036621094,97852000,97.60350036621094
AMZN,2018-09-10,98.55000305175781,98.6520004272461,96.57599639892578,96.95050048828125,90896000,96.95050048828125
AMZN,2018-09-11,96.41349792480469,99.44400024414062,95.8499984741211,99.35749816894531,100672000,99.35749816894531
AMZN,2018-09-12,99.69999694824219,100.0,98.12200164794922,99.5,88280000,99.5
AMZN,2018-09-13,100.0,100.43800354003906,99.10150146484375,99.49349975585938,72430000,99.49349975585938
AMZN,2018-09-14,99.64649963378906,99.68250274658203,97.96099853515625,98.5094985961914,72840000,98.5094985961914
AMZN,2018-09-17,97.73650360107422,97.84100341796875,94.37049865722656,95.40149688720703,141004000,95.40149688720703
AMZN,2018-09-18,95.93250274658203,97.91000366210938,95.77200317382812,97.05249786376953,85374000,97.05249786376953
AMZN,2018-09-19,97.0250015258789,97.04149627685547,95.24500274658203,96.32099914550781,81136000,96.32099914550781
AMZN,2018-09-20,96.92900085449219,97.75,96.61250305175781,97.21499633789062,63098000,97.21499633789062
AMZN,2018-09-21,97.71099853515625,97.8655014038086,95.5250015258789,95.75050354003906,137118000,95.75050354003906
AMZN,2018-09-24,95.18949890136719,96.84400177001953,93.25,96.71800231933594,84274000,96.71800231933594
AMZN,2018-09-25,97.1449966430664,98.79550170898438,96.94249725341797,98.72750091552734,90768000,98.72750091552734
AMZN,2018-09-26,98.42500305175781,99.76249694824219,98.07599639892578,98.74250030517578,86270000,98.74250030517578
AMZN,2018-09-27,99.66200256347656,100.80799865722656,99.42900085449219,100.64900207519531,86588000,100.64900207519531
AMZN,2018-09-28,100.22049713134766,101.32599639892578,99.822998046875,100.1500015258789,81702000,100.1500015258789
AMZN,2018-10-01,101.09950256347656,101.65950012207031,100.18000030517578,100.21800231933594,69210000,100.21800231933594
AMZN,2018-10-02,99.99949645996094,100.66950225830078,98.28849792480469,98.56549835205078,108014000,98.56549835205078
AMZN,2018-10-03,99.08499908447266,99.48500061035156,97.4905014038086,97.63800048828125,105062000,97.63800048828125
AMZN,2018-10-04,97.44999694824219,97.80000305175781,94.82849884033203,95.47100067138672,145140000,95.47100067138672
AMZN,2018-10-05,95.89949798583984,96.4540023803711,93.1415023803711,94.48249816894531,136446000,94.48249816894531
AMZN,2018-10-08,93.69999694824219,95.0999984741211,91.53299713134766,93.22100067138672,147864000,93.22100067138672
AMZN,2018-10-09,92.99949645996094,94.83399963378906,92.61599731445312,93.51599884033203,95458000,93.51599884033203
AMZN,2018-10-10,92.89450073242188,92.9280014038086,87.72049713134766,87.76249694824219,219778000,87.76249694824219
AMZN,2018-10-11,86.19999694824219,87.7699966430664,84.25499725341797,85.96800231933594,278718000,85.96800231933594
AMZN,2018-10-12,90.4000015258789,90.44750213623047,87.12650299072266,89.43049621582031,188892000,89.43049621582031
AMZN,2018-10-15,89.75,89.75250244140625,86.71150207519531,88.04750061035156,128744000,88.04750061035156
AMZN,2018-10-16,89.17500305175781,91.19400024414062,88.07749938964844,90.99800109863281,117198000,90.99800109863281
AMZN,2018-10-17,92.1395034790039,92.25,90.3499984741211,91.58650207519531,105904000,91.58650207519531
AMZN,2018-10-18,91.07450103759766,91.50749969482422,88.39350128173828,88.53600311279297,117480000,88.53600311279297
AMZN,2018-10-19,89.25800323486328,90.45500183105469,87.6500015258789,88.20149993896484,118144000,88.20149993896484
AMZN,2018-10-22,89.19999694824219,90.4749984741211,87.80000305175781,89.46499633789062,90000000,89.46499633789062
AMZN,2018-10-23,87.11199951171875,88.81700134277344,85.69999694824219,88.43499755859375,134478000,88.43499755859375
AMZN,2018-10-24,88.68499755859375,88.885498046875,82.8280029296875,83.20999908447266,138568000,83.20999908447266
AMZN,2018-10-25,85.16699981689453,89.7405014038086,84.60050201416016,89.1084976196289,205714000,89.1084976196289
AMZN,2018-10-26,82.47949981689453,84.9229965209961,80.1500015258789,82.1405029296875,299276000,82.1405029296875
AMZN,2018-10-29,83.0,83.28700256347656,74.75,76.94400024414062,277322000,76.94400024414062
AMZN,2018-10-30,74.30799865722656,77.04949951171875,73.81800079345703,76.52100372314453,249202000,76.52100372314453
AMZN,2018-10-31,78.49949645996094,81.19550323486328,78.25450134277344,79.90049743652344,187804000,79.90049743652344
AMZN,2018-11-01,81.17649841308594,83.52249908447266,79.9219970703125,83.27649688720703,162710000,83.27649688720703
AMZN,2018-11-02,83.92949676513672,84.87200164794922,82.59149932861328,83.27649688720703,139110000,83.27649688720703
AMZN,2018-11-05,82.87850189208984,82.90450286865234,79.81800079345703,81.38999938964844,112494000,81.38999938964844
AMZN,2018-11-06,80.9175033569336,83.25,80.72750091552734,82.1405029296875,85148000,82.1405029296875
AMZN,2018-11-07,83.6500015258789,87.96150207519531,83.2040023803711,87.77449798583984,163844000,87.77449798583984
AMZN,2018-11-08,87.75,89.19999694824219,86.25550079345703,87.74549865722656,130698000,87.74549865722656
AMZN,2018-11-09,86.625,87.19599914550781,85.09349822998047,85.62149810791016,118044000,85.62149810791016
AMZN,2018-11-12,84.91200256347656,85.42749786376953,81.50050354003906,81.84249877929688,136124000,81.84249877929688
AMZN,2018-11-13,82.4645004272461,83.85299682617188,80.6875,81.55850219726562,118666000,81.55850219726562
AMZN,2018-11-14,82.81600189208984,83.6500015258789,79.85350036621094,79.95050048828125,129738000,79.95050048828125
AMZN,2018-11-15,79.05049896240234,81.24099731445312,77.32550048828125,80.97200012207031,168546000,80.97200012207031
AMZN,2018-11-16,79.375,80.7239990234375,78.65599822998047,79.67050170898438,121322000,79.67050170898438
AMZN,2018-11-19,78.85050201416016,79.05950164794922,75.16799926757812,75.614501953125,155800000,75.614501953125
AMZN,2018-11-20,71.875,76.73750305175781,71.0,74.77300262451172,217576000,74.77300262451172
AMZN,2018-11-21,77.14949798583984,77.5,75.75,75.83650207519531,114336000,75.83650207519531
AMZN,2018-11-23,75.8499984741211,76.80999755859375,75.09049987792969,75.10299682617188,54152000,75.10299682617188
AMZN,2018-11-26,76.94999694824219,79.2405014038086,76.21099853515625,79.06649780273438,125154000,79.06649780273438
AMZN,2018-11-27,78.79949951171875,79.88249969482422,77.90049743652344,79.07099914550781,115664000,79.07099914550781
AMZN,2018-11-28,80.69599914550781,84.07250213623047,80.06099700927734,83.88749694824219,169174000,83.88749694824219
AMZN,2018-11-29,83.74949645996094,84.49949645996094,82.61650085449219,83.67849731445312,132264000,83.67849731445312
AMZN,2018-11-30,83.9749984741211,84.80000305175781,83.32499694824219,84.50849914550781,115236000,84.50849914550781
AMZN,2018-12-03,88.4729995727539,88.91699981689453,86.5,88.61799621582031,137246000,88.61799621582031
AMZN,2018-12-04,87.80000305175781,88.51699829101562,83.25,83.41999816894531,173890000,83.41999816894531
AMZN,2018-12-06,80.74349975585938,85.05249786376953,80.49250030517578,84.95950317382812,175788000,84.95950317382812
AMZN,2018-12-07,85.25350189208984,85.94650268554688,81.27300262451172,81.45649719238281,151522000,81.45649719238281
AMZN,2018-12-10,81.19200134277344,82.89949798583984,79.54350280761719,82.05149841308594,149896000,82.05149841308594
AMZN,2018-12-11,83.9000015258789,83.97350311279297,80.9800033569336,82.16200256347656,124894000,82.16200256347656
AMZN,2018-12-12,83.44999694824219,85.24949645996094,83.01349639892578,83.177001953125,131960000,83.177001953125
AMZN,2018-12-13,84.0,84.60600280761719,82.07499694824219,82.91899871826172,105426000,82.91899871826172
AMZN,2018-12-14,81.9000015258789,82.12850189208984,79.25,79.59549713134766,127344000,79.59549713134766
AMZN,2018-12-17,78.30000305175781,78.80650329589844,75.25050354003906,76.04550170898438,176596000,76.04550170898438
AMZN,2018-12-18,77.0,78.37750244140625,76.15049743652344,77.5739974975586,130460000,77.5739974975586
AMZN,2018-12-19,77.15249633789062,79.22650146484375,74.15899658203125,74.75399780273438,175844000,74.75399780273438
AMZN,2018-12-20,74.19999694824219,75.4749984741211,71.6344985961914,73.04149627685547,199836000,73.04149627685547
AMZN,2018-12-21,73.24949645996094,74.0,68.197998046875,68.87249755859375,272806000,68.87249755859375
AMZN,2018-12-24,67.30000305175781,69.80149841308594,65.3499984741211,67.197998046875,144400000,67.197998046875
AMZN,2018-12-26,68.44450378417969,73.65799713134766,68.15049743652344,73.54499816894531,208236000,73.54499816894531
AMZN,2018-12-27,72.70999908447266,73.44999694824219,69.5155029296875,73.08200073242188,194440000,73.08200073242188
AMZN,2018-12-28,73.6675033569336,75.67350006103516,72.44999694824219,73.9010009765625,176580000,73.9010009765625
AMZN,2018-12-31,75.54000091552734,76.03800201416016,74.3499984741211,75.09850311279297,139090000,75.09850311279297
AMZN,2019-01-02,73.26000213623047,77.66799926757812,73.04650115966797,76.95649719238281,159662000,76.95649719238281
AMZN,2019-01-03,76.00050354003906,76.9000015258789,74.85549926757812,75.01399993896484,139512000,75.01399993896484
AMZN,2019-01-04,76.5,79.69999694824219,75.91549682617188,78.76950073242188,183652000,78.76950073242188
AMZN,2019-01-07,80.1155014038086,81.72799682617188,79.45950317382812,81.47550201416016,159864000,81.47550201416016
AMZN,2019-01-08,83.2344970703125,83.83049774169922,80.83049774169922,82.8290023803711,177628000,82.8290023803711
